"","TARGET","ORIG_TRG_STRT","ORIG_TRG_STOP","TARGET_START","TARGET_STOP","TARGET_TEXT","SOURCE","ORIG_SRC_STRT","ORIG_SRC_STOP","SOURCE_START","SOURCE_STOP","SOURCE_TEXT","TYPE","DIFFICULTY","SYMBOL","AUTH","TARGET_KEYS","SOURCE_KEYS","WORDS","SEMANTIC","SYNTACTIC","SOUNDS","TOPIC_CONTENT","TOPIC_CONTEXT","FLAG","NOTES","SECONDARY","ANNOTATOR","SOCIAL_CONTENT","BATTLE_CONTENT","TRAVEL_CONTENT","RITUAL_CONTENT","SPEECH_CONTENT","FAMILY_CONTENT","DESCRIPTION_CONTENT","FATE_CONTENT","SENTIMENT_CONTENT","CHARACTER_CONTENT","SOCIAL_CONTEXT","BATTLE_CONTEXT","TRAVEL_CONTEXT","RITUAL_CONTEXT","SPEECH_CONTEXT","FAMILY_CONTEXT","DESCRIPTION_CONTEXT","FATE_CONTEXT","SENTIMENT_CONTEXT","CHARACTER_CONTEXT","TARGET_LENGTH","SOURCE_LENGTH","SOUNDS_NUMERIC","SYNTACTIC_NUMERIC","TOTAL_CONTENT","TOTAL_CONTEXT"
"778","vergil.aeneid","1_26","1_26","1_26","1_26","exciderant animo: manet alta mente repostum","homer.iliad","4_57","4_57","4_57","4_57","αλλα χρη και εμον θεμεναι πονον ουκ ατελεστον",1,1,"","Knauer","-exciderant-","-θεμεναι-",0,1,"","","charactertype_divine_specificindividual","","","","","Tessa",0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1,1,0,0,3,0
"779","vergil.aeneid","1_407","1_409","1_407","1_409","Quid natum totiens, crudelis tu quoque, falsis ludis imaginibus? Cur dextrae iungere dextram non datur, ac veras audire et reddere voces?'","homer.odyssey","11_210","11_214","11_210","11_214","μητερ εμη, τι νυ μ' οθ' μιμνεις ελεειν μεμαωτα, οφρα και ειν Αιδαο φιλασ περι χειρε βαλοντε αμφοτερω κρυεροιο  εταρπωμεσθα γοοιο, η τι μοι ειδωλον τοδ' αγαυη περσεφονεια ωτρυν', οφρ' ετι μαλλον οδυρομενος στεναχιζω",4,1,"","Knauer","-iungere- -imaginibus- -cur-dextra-dextram-","-ελεειν- -ειδωλον--χειρε- Τι-",0,5,"","","social-intercourse_divine-visit","","","","","Tessa",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,1,0
"780","vergil.aeneid","1_1","1_7","1_1","1_7","Arma virumque -cano-, Troiae qui primus ab oris Italiam, fato profugus, Laviniaque venit litora, multum ille et terris -iactatus- et alto vi superum saevae memorem Iunonis ob -iram-; multa quoque et -bello- passus, dum conderet urbem,               5 inferretque -deos- Latio, genus unde Latinum, Albanique patres, atque altae moenia Romae.","homer.iliad","1_1","1_7","1_1","1_7","-μῆνιν- -ἄειδε- -θεὰ- Πηληϊάδεω Ἀχιλῆος οὐλομένην, ἣ μυρί᾽ Ἀχαιοῖς ἄλγε᾽ ἔθηκε, πολλὰς δ᾽ ἰφθίμους ψυχὰς Ἄϊδι -προΐαψεν- ἡρώων, αὐτοὺς δὲ ἑλώρια τεῦχε κύνεσσιν 5οἰωνοῖσί τε πᾶσι, Διὸς δ᾽ ἐτελείετο βουλή, ἐξ οὗ δὴ τὰ πρῶτα διαστήτην -ἐρίσαντε- Ἀτρεΐδης τε ἄναξ ἀνδρῶν καὶ δῖος Ἀχιλλεύς.",5,1," | cf.","Knauer","-cano- -iactatus- -iram- -deos- -bello-","-μῆνιν- -ἄειδε- -θεὰ- -προΐαψεν-  -ἐρίσαντε- ",0,5,"","","sentiment_anger, speeches-and-deliberation_deliberation-andor-monolouge, charactertype_hero","fate_divineintervention","Epic beginning/language of beginning","","","Tessa",0,0,0,0,2,0,0,0,2,2,0,0,0,0,0,0,0,2,0,0,7,7,0,0,6,2
"781","vergil.aeneid","1_1","1_1","1_1","1_1","Arma virumque -cano-, Troiae qui primus ab oris ","homer.iliad","1_1","1_1","1_1","1_1","μῆνιν -ἄειδε- θεὰ Πηληϊάδεω Ἀχιλῆος",5,1," | cf.","Knauer","-cano-","-ἄειδε-",0,1,"","","speeches-and-deliberation_deliberation-andor-monolouge, charactertype_hero","fate_divineintervention","cano/aeide","","","Tessa",0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,1,1,0,0,4,2
"782","vergil.aeneid","1_2","1_2","1_2","1_2","Italiam, fato profugus, Laviniaque venit","homer.iliad","1_1","1_1","1_1","1_1","μῆνιν ἄειδε θεὰ Πηληϊάδεω Ἀχιλῆος",4,1,"b. | [ cf. b. ] (m.)","Knauer","","",0,0,"","","charactertype_hero","fate_divineintervention, speeches-and-deliberation_deliberation-andor-monolouge","","fate of heroes?","Knauer marked this as high and I initially marked it as generic.  Based on the lines, Vergil 1_2 is talking about travel from one place to another, Homer is talking about the rage of Achilles.  I changed the to a 4 based on the Allusion being to beginnings, reasons for the story about to be told, but that is a strong allusion based on topic, not language.","Tessa",0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,2,0,0,1,1,0,0,2,4
"783","vergil.aeneid","1_4","1_4","1_4","1_4","vi superum -saevae- memorem -Iunonis- ob -iram-;","homer.iliad","18_119","18_119","18_119","18_119","ἀλλά ἑ μοῖρα δάμασσε καὶ -ἀργαλέος- -χόλος- -Ἥρης-.",4,1,"b. | [cf.] ","Knauer","-saevae- -Iunonis- -iram-","-ἀργαλέος- -χόλος- -Ἥρης-",0,3,"","","Sentiment_anger, charactertype_divine_specificindividual","Fate_divineintervention","","wrath of Hera/Heroes struggles/anger","","Tessa",0,0,0,0,0,0,0,0,2,3,0,0,0,0,0,0,0,2,0,0,1,1,0,0,5,2
"784","vergil.aeneid","1_4","1_4","1_4","1_4"," -vi- superum saevae memorem -Iunonis- ob iram;","homer.iliad","5_892","5_892","5_892","5_893","μητρός τοι -μένος- ἐστὶν ἀάσχετον οὐκ ἐπιεικτὸν -Ἥρης:-",4,1,"b. | [ – cf.]","Knauer","-Iunonis- -vi-","-μένος- -Ἥρης:-",0,2,"","","Sentiment_anger, charactertype_divine_specificindividual","Fate_divineintervention, speeches-and-deliberation_deliberation-andor-monolouge","","wrath of Hera/Heroes struggles/anger","","Tessa",0,0,0,0,0,0,0,0,2,3,0,0,0,0,2,0,0,2,0,0,1,2,0,0,5,4
"785","vergil.aeneid","1_5","1_5","1_5","1_5","multa quoque et bello passus, dum conderet urbem","homer.iliad","1_339","1_339","1_339","1_339","πρός τε θεῶν μακάρων πρός τε θνητῶν ἀνθρώπων",1,2,"(cf. 3) | [(m.)]","Knauer","","",0,0,"","","","speeches-and-deliberation_deliberation-andor-monolouge, fate_divineintervention","","Knauer marked this as an allusion I marked as generic.  I stand by me original ranking; Vergil is talking about Aeneas fleeing from war and that he will found a new city; Homer is talking about Achilles is talking about to Agamemnon about mortal men.  I think the match ibased on the language of the will of the gods but not enough to recall this specific passage","","Tessa",0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,1,1,0,0,0,4
"786","vergil.aeneid","1_6","1_6","1_6","1_6","inferretque -deos- Latio, -genus- unde Latinum,","homer.iliad","4_58","4_58","4_58","4_58","καὶ γὰρ ἐγὼ -θεός- εἰμι, -γένος- δέ μοι ἔνθεν ὅθεν σοί,",3,1,"b. | [cf.](gr.)","Knauer","-deos- -genus-","-θεός- -γένος-",0,2,"","","","fate_divineintervention, charactertype_divine_specificindividual, speeches-and-deliberation_deliberation-andor-monologue","","gods patrons of cities/beginning of races??","","Tessa",0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,3,1,1,0,0,0,7
"787","vergil.aeneid","1_7","1_7","1_7","1_7","Albanique patres, atque -altae-- moenia- Romae","homer.iliad","16_698","16_698","16_698","16_698","ἔνθά κεν -ὑψίπυλον- Τροίην ἕλον υἷες Ἀχαιῶν ",3,1,"b. | [cf.]","Knauer","-altae-- moenia-","-ὑψίπυλον-",0,2,"","","Description_place, reference_place","","","","","Tessa",0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2,0
"788","vergil.aeneid","1_8","1_11","1_8","1_11","Musa, mihi causas memora, quo numine -laeso-, quidve -dolens-, regina deum tot -volvere- casus insignem pietate virum, tot adire labores               10 impulerit. Tantaene animis caelestibus -irae-?","homer.iliad","1_8","1_10","1_8","1_10","τίς τ᾽ ἄρ σφωε θεῶν -ἔριδι- ξυνέηκε μάχεσθαι; Λητοῦς καὶ Διὸς υἱός: ὃ γὰρ βασιλῆϊ -χολωθεὶς- 10νοῦσον ἀνὰ στρατὸν -ὄρσε- κακήν, ὀλέκοντο δὲ λαοί,",4,1," | cf.","Knauer","-irae- -volvere- -laeso- -dolens-","-ἔριδι-  -ὄρσε- -χολωθεὶς-",0,3,"","","sentiment_anger","fate_divineintervention","","wrath of gods","Knauer marked this as allusion I marked as generic, but changed my ranking.  I changed my ranking based on the idea that there is a strong correlation of allusions based on the consequences of offended divinity and that both passages appear in the first books.","Tessa",0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,4,3,0,0,2,2
"789","vergil.aeneid","1_8","1_11","1_8","1_11","Musa, mihi causas memora, quo numine -laeso-, quidve -dolens-, regina deum tot volvere casus insignem pietate virum, tot adire labores               10 impulerit. Tantaene animis caelestibus irae?","homer.iliad","1_64","1_64","1_64","1_64","ὅς κ᾽ εἴποι ὅ τι τόσσον -ἐχώσατο- Φοῖβος Ἀπόλλων,",2,1," | []","Knauer","-laeso- -dolens-","-ἐχώσατο-",0,2,"","","sentiment_anger","fate_divineintervention","","wrath of gods","","Tessa",0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,4,1,0,0,2,2
"790","vergil.aeneid","1_8","1_8","1_8","1_11","Musa, mihi causas memora, quo numine laeso, quidve dolens, regina -deum- tot volvere casus insignem pietate virum, tot adire labores               10 impulerit. Tantaene animis -caelestibus- irae?","homer.iliad","20_232","20_235","20_232","20_235","Ἶλός τ᾽ Ἀσσάρακός τε καὶ ἀντίθεος Γανυμήδης, ὃς δὴ κάλλιστος γένετο θνητῶν ἀνθρώπων: τὸν καὶ ἀνηρείψαντο -θεοὶ- Διὶ οἰνοχοεύειν 235κάλλεος εἵνεκα οἷο ἵν᾽ -ἀθανάτοισι- μετείη.",2,1,"f. | [cf.]","Knauer","-deum- -caelestibus-","-θεοὶ- -ἀθανάτοισι- ",0,2,"","","sentiment_passion","","","","Knauer marked as allusion I marked as generic; I stand by my disagreement with Knauer; V. the reason Juno was offended and ruined Aeneas; the other about Ganymede and his favored position among the gods","Tessa",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,1,0
"791","vergil.aeneid","1_8","1_8","1_8","1_8","Musa, mihi causas memora, quo numine laeso","homer.iliad","24_25","24_25","24_25","24_25","ἔνθ᾽ ἄλλοις μὲν πᾶσιν ἑήνδανεν, οὐδέ ποθ᾽ Ἥρῃ",3,1,"f. | [cf.]","Knauer","","",0,0,"","","sentiment_anger, charactertype_divine_specificindividual","","","steadfast anger of Hera","","Tessa",0,0,0,0,0,0,0,0,2,3,0,0,0,0,0,0,0,0,0,0,1,1,0,0,5,0
"792","vergil.aeneid","1_8","1_8","1_8","1_8","Musa, mihi causas memora, quo -numine- -laeso-","homer.iliad","1_8","1_8","1_8","1_8","τίς τ᾽ ἄρ σφωε -θεῶν- -ἔριδι- ξυνέηκε μάχεσθαι;",4,1," | cf.","Knauer","-numine- -laeso-","-θεῶν- -ἔριδι-",0,2,"","","fate_divineintervention, speeches-and-deliberation_deliberation-andor-monolouge, sentiment_anger","","","Causes for war/strife/gods causing trouble","","Tessa",0,0,0,0,2,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,6,0
"793","vergil.aeneid","1_8","1_8","1_8","1_8","-Musa-, -mihi- causas -memora-, quo numine laeso","homer.iliad","2_484","2_484","2_484","2_484","-ἔσπετε- νῦν- μοι- -Μοῦσαι- Ὀλύμπια δώματ᾽ ἔχουσαι:",5,1," | [cf. (etc., F.)]","Knauer","-musa- -memora-","-ἔσπετε-  -Μοῦσαι-",0,2,"","","speeches-and-deliberation_deliberation-andor-monolouge, sentiment_reverance","","memorem mihi/espete moi/Invocation of Muses","","","Tessa",0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,4,0
"794","vergil.aeneid","1_9","1_9","1_9","1_9","quidve -dolens-, -regina- -deum- tot volvere casus","homer.iliad","1_9","1_9","1_9","1_9","Λητοῦς καὶ -Διὸς- υἱός: ὃ γὰρ -βασιλῆϊ- -χολωθεὶς-",5,1,"a. | cf.","Knauer","-regina-- deum-","-Διὸς- -βασιλῆϊ-",0,2,"","","sentiment_anger, fate_divineintervention","","","Causes for war/strife/gods causing trouble","","Tessa",0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,4,0
"795","vergil.aeneid","1_9","1_9","1_9","1_9","quidve -dolens-, -regina-- deum- tot volvere casus","homer.iliad","4_24","4_24","4_24","4_24","-Ἥρῃ- δ᾽ οὐκ ἔχαδε στῆθος -χόλον-, ἀλλὰ προσηύδα:",4,1,"a | [cf.]","Knauer","-regina--deum--dolens-","-Ἥρῃ- --χόλον--",0,2,"","","sentiment_anger, charactertype_divine_specificindividual","fate_divineintervention","","Hera's Anger","","Tessa",0,0,0,0,0,0,0,0,2,3,0,0,0,0,0,0,0,2,0,0,1,1,0,0,5,2
"796","vergil.aeneid","1_9","1_9","1_9","1_9","quidve -dolens-, -regina-- deum- tot volvere casus","homer.iliad","8_461","8_461","8_461","8_461","-Ἥρῃ- δ᾽ οὐκ ἔχαδε στῆθος -χόλον-, ἀλλὰ προσηύδα:",4,1,"a | [cf.]","Knauer","-regina--deum--dolens-","-Ἥρῃ- --χόλον--",0,2,"","","sentiment_anger, charactertype_divine_specificindividual","fate_divineintervention","","Hera's Anger/Wrath of the Gods","","Tessa",0,0,0,0,0,0,0,0,2,3,0,0,0,0,0,0,0,2,0,0,1,1,0,0,5,2
"797","vergil.aeneid","1_9","1_9","1_9","1_9","quidve -dolens-, regina deum tot volvere -casus-","homer.iliad","5_759","5_759","5_759","5_759","μὰψ ἀτὰρ οὐ κατὰ κόσμον ἐμοὶ δ᾽ -ἄχος-, οἳ δὲ ἕκηλοι",4,1,"a | [cf.]","Knauer","-dolens- -casus-","-ἄχος-",0,2,"","","sentiment_anger, charactertype_divine_specificindividual","fate_divineintervention","","Hera's Anger","","Tessa",0,0,0,0,0,0,0,0,2,3,0,0,0,0,0,0,0,2,0,0,1,1,0,0,5,2
"798","vergil.aeneid","1_9","1_9","1_9","1_9","quidve -dolens-, -regina-- deum- tot -volvere- casus","homer.iliad","18_119","18_119","18_119","18_119","ἀλλά ἑ μοῖρα -δάμασσε- καὶ -ἀργαλέος- χόλος -Ἥρης-.",5,1,"a | [cf.]","Knauer","-dolens-, -regina-- deum--volvere-","-δάμασσε--ἀργαλέος- χόλος -Ἥρης-",0,4,"","","sentiment_anger, charactertype_divine_specificindividual","","","Hera's Anger/revenge","","Tessa",0,0,0,0,0,0,0,0,2,3,0,0,0,0,0,0,0,0,0,0,1,1,0,0,5,0
"799","vergil.aeneid","1_10","1_10","1_10","1_10","insignem pietate virum, tot adire -labores- impulerit.","homer.iliad","6_77","6_77","6_77","6_77","‘Αἰνεία τε καὶ Ἕκτορ, ἐπεὶ -πόνος- ὔμμι μάλιστα",3,1,"b | [a.]","Knauer","-labores-","-πόνος-",0,1,"","","charactertype_hero_specificindividual","speeches-and-deliberation_deliberation-andor-monolouge","","Aeneas/responsibility","Knauer marked as generic I marked high; both works are talking about Aeneas and his responsibilities; I changed my ranking from a 5 to a 3 based on our agreed upon rankings, that it may be that a reader would think of this passage, but maybe not.","Tessa",0,0,0,0,0,0,0,0,0,3,0,0,0,0,2,0,0,0,0,0,1,1,0,0,3,2
"800","vergil.aeneid","1_10","1_10","1_10","1_10","insignem pietate virum, tot- adire- -labores- -impulerit-.","homer.iliad","12_348","12_348","12_348","12_348","εἰ δέ σφιν καὶ κεῖθι -πόνος- καὶ νεῖκος -ὄρωρεν-,",2,1,"b | []","Knauer","-adire- -labores- -impulerit-","-πόνος-  -ὄρωρεν-",0,2,"","","charactertype_hero","","","","","Tessa",0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2,0
"801","vergil.aeneid","1_10","1_10","1_10","1_10","insignem pietate virum, tot -adire- -labores- -impulerit-.","homer.iliad","22_11","22_11","22_11","22_11","ἦ νύ τοι οὔ τι μέλει Τρώων -πόνος-, οὓς -ἐφόβησας-",2,1,"b | []","Knauer","-adire- -labores- -impulerit-","-πόνος- -ἐφόβησας-",0,2,"","","charactertype_hero","fate_divineintervention","","","","Tessa",0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,1,1,0,0,2,2
"802","vergil.aeneid","1_12","1_12","1_12","1_12","-Urbs- antiqua -fuit-, Tyrii tenuere coloni","homer.iliad","6_152","6_152","6_152","6_152","-ἔστι- -πόλις- Ἐφύρη μυχῷ Ἄργεος ἱπποβότοιο",3,1," | [cf.]","Knauer","-Urbs-  "," -πόλις-",0,1,"","","reference_place","","","K marked as allusion I marked generic; I left this as a 3 because, while I see why K marked it as strong based on the introduction of/founding of cities, they are talking about 2 different cities and based on our ranking system I don't think the reader would think of this same passage","","Tessa",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
"803","vergil.aeneid","1_16","1_16","1_16","1_16","posthabita coluisse Samo; hic illius arma,","homer.iliad","6_152","6_152","6_152","6_152","ἔστι πόλις Ἐφύρη μυχῷ Ἄργεος ἱπποβότοιο,",3,1," | [cf.]","Knauer","","",0,0,"","","reference_place","","","K marked as allusion I marked as generic; I left this as a 3 because, again the introduction of cities, and Iliad mentions Argos, Aeneid Carthage, while both are loved by Juno, the Iliad is not talking about her love of Argos and I don't think a reader would think of this.","","Tessa",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
"804","vergil.aeneid","1_17","1_17","1_17","1_17","hic currus fuit; hoc regnum dea gentibus esse,","homer.iliad","6_153","6_153","6_153","6_153","ἔνθα δὲ Σίσυφος ἔσκεν, ὃ κέρδιστος -γένετ᾽- ἀνδρῶν,",3,3," | [cf.]","Knauer","-gentibus-","-γένετ᾽-",0,1,"","","reference_place, description_character","","","K marked as allusion I marked as generic; I left it as marked because one line is talking about her chariot left in her beloved city of Samos; the other that Ephyre/Argos is the home of Sisyphus; but Argos is a loved city of Hera.","","Tessa",0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2,0
"805","vergil.aeneid","1_13","1_13","1_13","1_13","Karthago, Italiam contra Tiberinaque -longe-","homer.iliad","4_51","4_51","4_51","4_51","‘ἤτοι ἐμοὶ τρεῖς μὲν -πολὺ- φίλταταί εἰσι πόληες",4,1," | [cf. f.]","Knauer","-longe-","-πολὺ-",0,1,"","","reference_place","charactertype_divine_specificindividual, sentiment_love","","Cities dear to Hera","","Tessa",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,1,1,0,0,0,5
"806","vergil.aeneid","1_15","1_15","1_15","1_15","quam Iuno fertur terris -magis- omnibus -unam- ","homer.iliad","4_51","4_51","4_51","4_51","‘ἤτοι ἐμοὶ -τρεῖς- μὲν -πολὺ- φίλταταί εἰσι πόληες",5,1,"f. | [cf. f.]","Knauer","-magis- -unam-","-πολὺ- -τρεῖς- ",0,2,"","","reference_place","charactertype_divine_specificindividual, sentiment_love","","Cities dear to Hera","","Tessa",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,1,1,0,0,0,5
"807","vergil.aeneid","1_14","1_14","1_14","1_14","ostia, -dives- opum studiisque asperrima belli;","homer.iliad","5_544","5_544","5_544","5_544","-ἀφνειὸς- βιότοιο, γένος δ᾽ ἦν ἐκ ποταμοῖο",2,1,"a | []","Knauer","-dives-","-ἀφνειὸς-",0,1,"","","description_place","","","","","Tessa",0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2,0
"808","vergil.aeneid","1_14","1_14","1_14","1_14","ostia, dives opum studiisque asperrima belli","homer.iliad","21_541","21_541","21_541","21_541","δίψῃ καρχαλέοι κεκονιμένοι ἐκ πεδίοιο",1,1,"b | []","Knauer","","",0,0,"","","","charactertype_divine, fate_divineintervention","","","","Tessa",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,1,1,0,0,0,4
"809","vergil.aeneid","1_15","1_15","1_15","1_16","quam Iuno fertur terris magis -omnibus- unam posthabita -coluisse- Samo ","homer.iliad","4_46","4_46","4_46","4_46"," -τάων- μοι περὶ -κῆρι- -τιέσκετο- Ἴλιος ἱρὴ ",3,1," | [cf.]","Knauer","-omnibus--coluisse-","-τάων- -κῆρι- -τιέσκετο-",0,3,"","","sentiment_love","charactertype_divine, fate_divineintervention","","K marked as allusion I marked as generic; I left as originally ranked based on our ranking scheme, both are talking about cities dear to different gods, but not the same gods or cities so I am not sure a reader would think of this specific passage or that V intended it, they are connected by introduction of cities and patronage of gods for certain cities","","Tessa",0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,2,2,1,0,0,2,4
"810","vergil.aeneid","1_15","1_15","1_15","1_16","quam Iuno fertur terris -magis- omnibus unam posthabita -coluisse- Samo ","homer.iliad","3_388","3_388","3_388","3_388","ἤσκειν εἴρια καλά, -μάλιστα- δέ μιν -φιλέεσκε'",2,1," | [ – cf.]","Knauer","-magis--coluisse-","-μάλιστα- -φιλέεσκε-",0,2,"","","sentiment_love","charactertype_divine, fate_divineintervention","","K marked as allusion I marked as generic;I left as marked, V is talking about places dear to Juno, H about Aphrodite an old woman who loved her among all others.","","Tessa",0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,2,2,1,0,0,2,4
"811","vergil.aeneid","1_15","1_15","1_15","1_16","quam Iuno fertur terris -magis- omnibus unam posthabita -coluisse- Samo ","homer.iliad","5_61","5_61","5_61","5_61","τεύχειν:- ἔξοχα- γάρ μιν -ἐφίλατο- Παλλὰς Ἀθήνη:",3,1," | [cf.]","Knauer","-magis--coluisse-","ἔξοχα- -ἐφίλατο-",0,2,"","","sentiment_love","","","K marked as allusion I marked as generic;I left as marked V talks about Juno loving one city among all others, H about a man loved by Athena among all others.  I see them and others like them being connected by special love of deities but not enough to recall the specific passages","","Tessa",0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,2,0
"812","vergil.aeneid","1_15","1_15","1_15","1_16","quam Iuno fertur terris -magis- -omnibus- unam posthabita -coluisse- Samo ","homer.iliad","20_304","20_304","20_304","20_304","Δαρδάνου, ὃν Κρονίδης περὶ -πάντων- -φίλατο- παίδων",3,1," | [ – cf.]","Knauer","-omnibus--coluisse-","-πάντων- -φίλατο",0,2,"","","sentiment_love","charactertype_divine, charactertype_hero_specificindividual, fate_divineintervention","","K marked as allusion I marked as generic;I left as marked V talks about Juno loving one city among all others, H about a man loved by his father among all others.  I see them and others like them being connected by special love of deities but not enough to recall the specific passages","","Tessa",0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,4,2,1,0,0,2,6
"813","vergil.aeneid","1_15","1_15","1_15","1_15","quam Iuno fertur terris -magis- omnibus -unam-","homer.iliad","12_243","12_243","12_243","12_243","-εἷς- οἰωνὸς -ἄριστος- ἀμύνεσθαι περὶ πάτρης.",2,1," | [ – cf.]","Knauer","-magis- -unam-","-εἷς-  -ἄριστος-",0,2,"","","","charactertype_divine","","K marked as allusion I marked as generic;I left as marked, not really connected accept by language of love; V about Juno loving a city, H about Zeus","","Tessa",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,0,0,2
"814","vergil.aeneid","1_16","1_16","1_16","1_16","posthabita coluisse Samo; hic illius arma,","homer.iliad","2_783","2_783","2_783","2_783","εἰν Ἀρίμοις, ὅθι φασὶ Τυφωέος ἔμμεναι εὐνάς:",1,3," | [] (gr.)","Knauer","","",0,0,"","","reference_place","","","","","Tessa",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
"815","vergil.aeneid","1_16","1_16","1_15","1_17","quam Iuno fertur terris -magis- omnibus unam posthabita coluisse Samo; hic illius arma, hic currus fuit; hoc regnum dea gentibus esse","homer.iliad","13_21","13_21","13_21","13_21","Αἰγάς, ἔνθα δέ οἱ -κλυτὰ- δώματα βένθεσι ",3,1," | [cf.]","Knauer","-magis-","-κλυτὰ-",0,1,"","","reference_place","charactertype_divine, description_character","","K marked as allusion I marked as generic; I left as marked, but may consider changing because one is talking about where Juno keeps her weapons and chariots in her most loved city and  the other about Poseidon's home on Aigai where he keeps his stuff, but I don't think it would specifically come to mind","","Tessa",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,3,1,0,0,0,4
"816","vergil.aeneid","1_17","1_17","1_17","1_17","hic -currus- fuit; hoc regnum dea gentibus esse,","homer.iliad","13_23","13_23","13_23","13_23","ἔνθ᾽ ἐλθὼν ὑπ᾽ -ὄχεσφι- τιτύσκετο χαλκόποδ᾽ ἵππω",3,1," | [cf.]","Knauer","-currus-","-ὄχεσφι-",0,1,"","","description_object","description_place, reference_place, description_character, charactertype_divine, description_object","","K marked as allusion I marked as generic; I left as marked, but may consider changing because one is talking about where Juno keeps her weapons and chariots in her most loved city and  the other about Poseidon's home on Aigai where he keeps his stuff, but I don't think it would specifically come to mind","","Tessa",0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,4,0,0,2,1,1,0,0,2,6
"817","vergil.aeneid","1_17","1_17","1_17","1_17","hic -currus- fuit; hoc regnum dea gentibus esse,","homer.iliad","5_193","5_193","5_193","5_193","ἀλλά που ἐν μεγάροισι Λυκάονος ἕνδεκα -δίφροι-",2,1," | [ – cf. f.]","Knauer","-currus-","-δίφροι-",0,1,"","","description_object","reference_place","","K marked as allusion I marked as generic; left as marked connected by language and topic of houses or places to keep chariots and belongings but V is talking about Juno and H about Lykaon so not sure this passage would jump to mind?","","Tessa",0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2,0
"818","vergil.aeneid","1_17","1_17","1_17","1_17","hic -currus- fuit; hoc regnum dea gentibus esse,","homer.iliad","8_441","8_441","8_441","8_441","-ἅρματα- δ᾽ ἂμ βωμοῖσι τίθει κατὰ λῖτα πετάσσας:",3,1," | [ cf. ]","Knauer","-currus-","-ἅρματα-",0,1,"","","description_object","reference_place, charactertype_divine, charactertype_divine_specificindividual","","K marked as allusion I marked as generic; I changed to a 3, it was a 2, but other passages of this type I ranked 3's based on topic of places gods keep chariots and whatnot but not sure it's a specific reference?","","Tessa",0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,3,1,1,0,0,2,3
"819","vergil.aeneid","1_18","1_18","1_18","1_18","-si- qua -fata- sinant, iam tum tenditque fovetque.","homer.iliad","18_120","18_120","18_120","18_120","ὣς καὶ ἐγών, -εἰ- δή μοι ὁμοίη -μοῖρα- τέτυκται,",3,1,"a | [ cf. ]","Knauer"," -fata-","-μοῖρα-",0,1,"wish","","","fate_divineintervention, charactertype_divine_specificindividual","","K marked as allusion I marked as generic; Hector talking about fate/Hera talking about if the fates allow the founding of a race supreme to all others, again not sure this direct passage would come to mind based on our rankings?","","Tessa",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,3,1,1,0,1,0,5
